County,Province_State,Country_Region,Lat,Long_,Combined_Key,Cases,Deaths,Elevation,population,rate
Ouray,Colorado,US,38.14717457,-107.7675136,"Ouray, Colorado, US",113,2,2237,4952,2281.9063
Park,Colorado,US,39.120926,-105.7182065,"Park, Colorado, US",205,4,2806,18845,1087.821703
Phillips,Colorado,US,40.59414277,-102.3577703,"Phillips, Colorado, US",164,2,1156,4265,3845.252052
Pitkin,Colorado,US,39.21720112,-106.9310027,"Pitkin, Colorado, US",442,2,2496,17767,2487.758203
Prowers,Colorado,US,37.95544985,-102.3926052,"Prowers, Colorado, US",534,12,1124,12172,4387.117976
Pueblo,Colorado,US,38.17359144,-104.5127437,"Pueblo, Colorado, US",7195,96,1481,168424,4271.956491
Rio Blanco,Colorado,US,39.97913541,-108.2179009,"Rio Blanco, Colorado, US",109,1,1966,6324,1723.592663
Rio Grande,Colorado,US,37.5836865,-106.3847838,"Rio Grande, Colorado, US",205,4,2813,11267,1819.472797
Routt,Colorado,US,40.48596505,-106.9905548,"Routt, Colorado, US",560,10,1989,25638,2184.257742
Saguache,Colorado,US,38.08054629,-106.282466,"Saguache, Colorado, US",201,2,2853,6824,2945.486518
San Juan,Colorado,US,37.76248981,-107.6763289,"San Juan, Colorado, US",20,0,3119,728,2747.252747
San Miguel,Colorado,US,38.00450883,-108.4020725,"San Miguel, Colorado, US",186,0,2573,8179,2274.11664
Sedgwick,Colorado,US,40.87595412,-102.3519227,"Sedgwick, Colorado, US",97,1,1169,2248,4314.946619
Summit,Colorado,US,39.63803232,-106.1150762,"Summit, Colorado, US",1366,4,2887,31011,4404.888588
Teller,Colorado,US,38.88133511,-105.1614893,"Teller, Colorado, US",559,4,2861,25388,2201.827635
Washington,Colorado,US,39.97015535,-103.202587,"Washington, Colorado, US",199,5,1423,4908,4054.604727
Weld,Colorado,US,40.55499405,-104.3929621,"Weld, Colorado, US",12519,188,1463,324492,3858.030398
Yuma,Colorado,US,40.00346839,-102.4258673,"Yuma, Colorado, US",305,1,1171,10019,3044.21599
Fairfield,Connecticut,US,41.26809896,-73.3881171,"Fairfield, Connecticut, US",35494,1478,87,943332,3762.620159
Hartford,Connecticut,US,41.80283011,-72.73103891,"Hartford, Connecticut, US",26555,1573,41,891720,2977.952721
Litchfield,Connecticut,US,41.7937534,-73.2451475,"Litchfield, Connecticut, US",3908,160,375,180333,2167.101972
Middlesex,Connecticut,US,41.45949668,-72.53714864,"Middlesex, Connecticut, US",3375,200,143,162436,2077.741387
New Haven,Connecticut,US,41.4080325,-72.93620426,"New Haven, Connecticut, US",26643,1207,35,854757,3117.026243
New London,Connecticut,US,41.48896435,-72.10430976,"New London, Connecticut, US",5648,163,60,265206,2129.665241
Tolland,Connecticut,US,41.85853803,-72.3308481,"Tolland, Connecticut, US",2850,72,230,150721,1890.911021
Windham,Connecticut,US,41.82972709,-71.98182316,"Windham, Connecticut, US",2342,28,105,116782,2005.446045
Kent,Delaware,US,39.08646628,-75.56884914,"Kent, Delaware, US",4562,125,6,180786,2523.425486
New Castle,Delaware,US,39.57992638,-75.64054974,"New Castle, Delaware, US",18121,375,10,558753,3243.114578
Sussex,Delaware,US,38.66143781,-75.39031349,"Sussex, Delaware, US",9876,257,12,234225,4216.458533
District of Columbia,District of Columbia,US,38.90417773,-77.01655992,"District of Columbia,District of Columbia,US",20409,673,20,705749,2891.821313
Alachua,Florida,US,29.67866525,-82.35928158,"Alachua, Florida, US",12468,98,38,269043,4634.203454
Baker,Florida,US,30.33060121,-82.28467476,"Baker, Florida, US",1979,31,41,29210,6775.077028
Bay,Florida,US,30.26548745,-85.62122584,"Bay, Florida, US",8256,152,6,174705,4725.680433
Bradford,Florida,US,29.95079741,-82.16611613,"Bradford, Florida, US",1381,18,41,28201,4896.989468
Brevard,Florida,US,28.29409504,-80.73091022,"Brevard, Florida, US",14811,432,3,601942,2460.536065
Broward,Florida,US,26.15184651,-80.48725556,"Broward, Florida, US",102638,1630,3,1952778,5255.999402
Calhoun,Florida,US,30.40666734,-85.19394153,"Calhoun, Florida, US",843,21,28,14105,5976.604041
Charlotte,Florida,US,26.90131002,-81.92949121,"Charlotte, Florida, US",4780,183,7,188910,2530.305436
Citrus,Florida,US,28.84804315,-82.47614748,"Citrus, Florida, US",4408,158,21,149657,2945.401819
Clay,Florida,US,29.98319144,-81.85609986,"Clay, Florida, US",7585,144,22,219252,3459.489537
Collier,Florida,US,26.11091986,-81.34687065,"Collier, Florida, US",17095,279,3,384902,4441.390276
Columbia,Florida,US,30.22509788,-82.62160164,"Columbia, Florida, US",4651,91,50,71686,6488.017186
DeSoto,Florida,US,27.18677893,-81.80941373,"DeSoto,Florida,US",2280,33,11,38001,5999.842109
Dixie,Florida,US,29.60631086,-83.15724673,"Dixie, Florida, US",955,11,9,16826,5675.739926
Duval,Florida,US,30.33225875,-81.66976468,"Duval, Florida, US",41415,570,5,957755,4324.174763
Escambia,Florida,US,30.67652764,-87.37284571,"Escambia, Florida, US",16101,297,40,318316,5058.181178
Flagler,Florida,US,29.45933576,-81.31508595,"Flagler, Florida, US",2605,42,5,115081,2263.623013
Franklin,Florida,US,29.83791238,-84.82731662,"Franklin, Florida, US",826,4,1,12125,6812.371134
Gadsden,Florida,US,30.57796289,-84.61915825,"Gadsden, Florida, US",3228,57,76,45660,7069.645204
Gilchrist,Florida,US,29.72856978,-82.79880657,"Gilchrist, Florida, US",736,19,27,18582,3960.822301
Glades,Florida,US,26.95635849,-81.18996211,"Glades, Florida, US",654,8,6,13811,4735.355876
Gulf,Florida,US,29.93543004,-85.2427099,"Gulf, Florida, US",1046,18,4,13639,7669.183958
Hamilton,Florida,US,30.49673973,-82.94998918,"Hamilton, Florida, US",965,11,30,14428,6688.383698
Hardee,Florida,US,27.49293939,-81.80956574,"Hardee, Florida, US",1738,18,14,26937,6452.091918
Hendry,Florida,US,26.55386945,-81.16469006,"Hendry, Florida, US",2445,45,9,42022,5818.380848
Hernando,Florida,US,28.55364461,-82.42700204,"Hernando, Florida, US",4697,202,34,193920,2422.132838
Highlands,Florida,US,27.34254618,-81.34071957,"Highlands, Florida, US",3598,143,25,106221,3387.277469
Hillsborough,Florida,US,27.9276559,-82.32013172,"Hillsborough, Florida, US",56166,892,9,1471968,3815.70795
Holmes,Florida,US,30.86747479,-85.81319222,"Holmes, Florida, US",1113,14,26,19617,5673.650405
Indian River,Florida,US,27.69308961,-80.60556721,"Indian River, Florida, US",4810,131,7,159923,3007.697454
Jackson,Florida,US,30.7954597,-85.21500423,"Jackson, Florida, US",3767,89,25,46414,8116.085664
Jefferson,Florida,US,30.43669112,-83.89442308,"Jefferson, Florida, US",743,11,36,14246,5215.499087
Lafayette,Florida,US,29.98484137,-83.18166636,"Lafayette, Florida, US",1308,19,23,8422,15530.75279
Lake,Florida,US,28.76202069,-81.7125123,"Lake, Florida, US",10208,248,26,367118,2780.577362
Lee,Florida,US,26.58410348,-81.88399313,"Lee, Florida, US",28608,570,0,770577,3712.542679
Leon,Florida,US,30.45955727,-84.27491114,"Leon, Florida, US",14465,137,60,293582,4927.073186
Levy,Florida,US,29.31829741,-82.74007147,"Levy, Florida, US",1356,13,4,41503,3267.233694
Liberty,Florida,US,30.23766008,-84.8829258,"Liberty, Florida, US",575,14,26,8354,6882.930333
Madison,Florida,US,30.44396917,-83.47398594,"Madison, Florida, US",1228,26,33,18493,6640.350403
Manatee,Florida,US,27.47196942,-82.31831044,"Manatee, Florida, US",16065,367,20,403253,3983.851329
Marion,Florida,US,29.21227113,-82.05803627,"Marion, Florida, US",12579,377,17,365579,3440.843156
Martin,Florida,US,27.0772071,-80.43109784,"Martin, Florida, US",6025,170,8,161000,3742.236025
Miami-Dade,Florida,US,25.6112362,-80.55170587,"Miami-Dade, Florida, US",218294,3789,2,2716940,8034.553579
Monroe,Florida,US,25.20904673,-81.07812416,"Monroe, Florida, US",3157,27,0,74228,4253.112033
Nassau,Florida,US,30.61037141,-81.80297522,"Nassau, Florida, US",2995,55,6,88625,3379.407616
Okaloosa,Florida,US,30.69143028,-86.59267105,"Okaloosa, Florida, US",8456,145,47,210738,4012.565366
Okeechobee,Florida,US,27.3863362,-80.88944347,"Okeechobee, Florida, US",1998,43,9,42168,4738.190097
Orange,Florida,US,28.51367621,-81.31799498,"Orange, Florida, US",55526,635,33,1393452,3984.780244
Osceola,Florida,US,28.06312234,-81.14882926,"Osceola, Florida, US",17442,239,25,375751,4641.903814
Palm Beach,Florida,US,26.64676272,-80.46536002,"Palm Beach, Florida, US",62697,1663,3,1496770,4188.819926
Pasco,Florida,US,28.30810945,-82.40227529,"Pasco, Florida, US",13982,267,24,553947,2524.068187
Pinellas,Florida,US,27.93130349,-82.72239666,"Pinellas, Florida, US",31464,881,5,974996,3227.090162
Polk,Florida,US,27.95027105,-81.69732947,"Polk, Florida, US",26691,669,41,724777,3682.649974
Putnam,Florida,US,29.60779729,-81.74230285,"Putnam, Florida, US",2663,58,7,74521,3573.489352
Santa Rosa,Florida,US,30.6934145,-87.02458128,"Santa Rosa, Florida, US",7088,99,41,264672,2678.031677
Sarasota,Florida,US,27.18546175,-82.33174248,"Sarasota, Florida, US",12757,382,4,328297,3885.810714
Seminole,Florida,US,28.7158582,-81.24060348,"Seminole, Florida, US",12323,267,0,184313,6685.909296
St. Johns,Florida,US,29.90096506,-81.43589967,"St. Johns, Florida, US",8205,92,13,433742,1891.677541
St. Lucie,Florida,US,27.37763908,-80.47106649,"St. Lucie, Florida, US",10390,361,4,471826,2202.082971
Sumter,Florida,US,28.70181754,-82.0794267,"Sumter, Florida, US",3341,92,24,132420,2523.032775
Suwannee,Florida,US,30.19746066,-82.9909967,"Suwannee, Florida, US",3226,86,29,44417,7262.984893
Taylor,Florida,US,30.04848048,-83.60445406,"Taylor, Florida, US",1621,20,12,21569,7515.415643
Union,Florida,US,30.04412971,-82.37497443,"Union, Florida, US",1212,59,42,15237,7954.321717
Volusia,Florida,US,29.05858895,-81.18263252,"Volusia, Florida, US",15408,360,12,553284,2784.826599
Wakulla,Florida,US,30.16548905,-84.39895211,"Wakulla, Florida, US",1570,14,5,33739,4653.368505
Walton,Florida,US,30.64204028,-86.16935664,"Walton, Florida, US",3562,37,20,74071,4808.899569
Washington,Florida,US,30.61359259,-85.66002461,"Washington, Florida, US",1468,24,45,25473,5762.964708
Appling,Georgia,US,31.74847232,-82.28909114,"Appling, Georgia, US",1321,38,59,18386,7184.814533
Atkinson,Georgia,US,31.29633502,-82.87545866,"Atkinson, Georgia, US",585,9,62,8165,7164.727495
Bacon,Georgia,US,31.55456473,-82.45936528,"Bacon, Georgia, US",747,23,41,11164,6691.150125
Baker,Georgia,US,31.32669878,-84.44218806,"Baker, Georgia, US",120,6,52,3038,3949.967084
Baldwin,Georgia,US,33.06882326,-83.24701748,"Baldwin, Georgia, US",2617,70,86,44890,5829.806193
Banks,Georgia,US,34.35607081,-83.49644388,"Banks, Georgia, US",738,12,242,19234,3836.955391
Barrow,Georgia,US,33.99148694,-83.71436292,"Barrow, Georgia, US",3324,56,305,83240,3993.272465
Bartow,Georgia,US,34.23732119,-84.83887523,"Bartow, Georgia, US",4988,105,238,107738,4629.749949
Ben Hill,Georgia,US,31.76095874,-83.22145359,"Ben Hill, Georgia, US",985,39,81,16700,5898.203593
Berrien,Georgia,US,31.27590016,-83.2252992,"Berrien, Georgia, US",689,27,73,19397,3552.095685
Bibb,Georgia,US,32.80904227,-83.70489165,"Bibb, Georgia, US",7466,230,116,153159,4874.672726
Bleckley,Georgia,US,32.43829035,-83.33035166,"Bleckley, Georgia, US",706,31,128,12873,5484.347083
Brantley,Georgia,US,31.19576557,-81.97743999,"Brantley, Georgia, US",768,17,20,19109,4019.048616
Brooks,Georgia,US,30.83922642,-83.58303423,"Brooks, Georgia, US",643,30,36,15457,4159.927541
Bryan,Georgia,US,32.00979311,-81.44002948,"Bryan, Georgia, US",1465,17,6,39627,3696.974285
Bulloch,Georgia,US,32.39577406,-81.74811421,"Bulloch, Georgia, US",3718,52,60,79608,4670.384886
Burke,Georgia,US,33.05917989,-81.99928721,"Burke, Georgia, US",1213,14,88,22383,5419.291427
Butts,Georgia,US,33.2830945,-83.9543504,"Butts, Georgia, US",1041,46,207,24936,4174.687199
Calhoun,Georgia,US,31.53169785,-84.62725131,"Calhoun, Georgia, US",291,11,73,6189,4701.890451
Camden,Georgia,US,30.92951916,-81.66601818,"Camden, Georgia, US",1777,20,6,54666,3250.649398
Candler,Georgia,US,32.40209349,-82.07702563,"Candler, Georgia, US",616,31,61,10803,5702.119782
Carroll,Georgia,US,33.58138199,-85.07976677,"Carroll, Georgia, US",5359,93,334,119992,4466.131075
Catoosa,Georgia,US,34.89872298,-85.13757014,"Catoosa, Georgia, US",1978,29,245,67580,2926.90145
Charlton,Georgia,US,30.78371028,-82.13951596,"Charlton, Georgia, US",786,17,38,13392,5869.175627
Chatham,Georgia,US,32.00043026,-81.12489526,"Chatham, Georgia, US",10635,206,7,289430,3674.463601
Chattahoochee,Georgia,US,32.34341231,-84.78809239,"Chattahoochee, Georgia, US",1977,3,95,10907,18125.97415
Chattooga,Georgia,US,34.47197698,-85.34535662,"Chattooga, Georgia, US",1212,33,204,24789,4889.2654
Cherokee,Georgia,US,34.24393976,-84.47431861,"Cherokee, Georgia, US",10184,115,267,258773,3935.495589
Clarke,Georgia,US,33.95436462,-83.37124007,"Clarke, Georgia, US",7759,54,192,128331,6046.083955
Clay,Georgia,US,31.62221166,-84.97713865,"Clay, Georgia, US",149,3,84,2834,5257.58645
Clayton,Georgia,US,33.54187245,-84.35594188,"Clayton, Georgia, US",10210,198,260,292256,3493.512537
Clinch,Georgia,US,30.91395822,-82.70432472,"Clinch, Georgia, US",535,13,49,6618,8084.013297
Cobb,Georgia,US,33.94243204,-84.5761255,"Cobb, Georgia, US",28966,501,298,760141,3810.608821
Coffee,Georgia,US,31.54892966,-82.8549206,"Coffee, Georgia, US",2859,75,79,43273,6606.891133
Colquitt,Georgia,US,31.18810588,-83.7677946,"Colquitt, Georgia, US",2557,47,85,45600,5607.45614
Columbia,Georgia,US,33.54534185,-82.263524,"Columbia, Georgia, US",6262,75,111,156714,3995.814031
Cook,Georgia,US,31.16068491,-83.42947229,"Cook, Georgia, US",851,17,72,17270,4927.620151
Coweta,Georgia,US,33.35334302,-84.76129976,"Coweta, Georgia, US",5061,71,280,148509,3407.87427
Crawford,Georgia,US,32.71391813,-83.98061238,"Crawford, Georgia, US",244,6,165,12404,1967.107385
Crisp,Georgia,US,31.92289565,-83.76811843,"Crisp, Georgia, US",909,32,96,22372,4063.114608
Dade,Georgia,US,34.8549167,-85.50490424,"Dade, Georgia, US",502,7,227,16116,3114.916853
Dawson,Georgia,US,34.44244079,-84.16964071,"Dawson, Georgia, US",1113,11,451,26108,4263.061131
DeKalb,Georgia,US,33.76944049,-84.22396017,"DeKalb, Georgia, US",26748,446,277,26404,101302.8329
Decatur,Georgia,US,30.87967778,-84.57619536,"Decatur, Georgia, US",1561,45,36,759297,205.5849029
Dodge,Georgia,US,32.17265114,-83.16948926,"Dodge, Georgia, US",1062,50,91,20605,5154.088813
Dooly,Georgia,US,32.15630737,-83.79746561,"Dooly, Georgia, US",480,19,109,13390,3584.76475
Dougherty,Georgia,US,31.53328528,-84.21722377,"Dougherty, Georgia, US",3669,203,58,87956,4171.403884
Douglas,Georgia,US,33.70291126,-84.77026156,"Douglas, Georgia, US",5500,86,364,146343,3758.293871
Early,Georgia,US,31.32155345,-84.90255207,"Early, Georgia, US",683,36,61,10190,6702.649657
Echols,Georgia,US,30.71101099,-82.89687287,"Echols, Georgia, US",271,2,45,4006,6764.852721
Effingham,Georgia,US,32.36616021,-81.34280942,"Effingham, Georgia, US",2162,32,21,64296,3362.573099
Elbert,Georgia,US,34.11302332,-82.83936148,"Elbert, Georgia, US",1142,22,187,19194,5949.775972
Emanuel,Georgia,US,32.59221302,-82.30239915,"Emanuel, Georgia, US",1415,46,86,22646,6248.344078
Evans,Georgia,US,32.15328841,-81.8870105,"Evans, Georgia, US",554,13,55,10654,5199.924911
Fannin,Georgia,US,34.86430205,-84.316964,"Fannin, Georgia, US",993,35,524,26188,3791.813044
Fayette,Georgia,US,33.41357794,-84.49089434,"Fayette, Georgia, US",3083,61,237,114421,2694.435462
Floyd,Georgia,US,34.26268279,-85.21577392,"Floyd, Georgia, US",5400,77,183,98498,5482.344819
Forsyth,Georgia,US,34.22604035,-84.1231513,"Forsyth, Georgia, US",6566,61,357,244252,2688.207261
Franklin,Georgia,US,34.37525597,-83.23159927,"Franklin, Georgia, US",1191,22,221,23349,5100.860851
Fulton,Georgia,US,33.79216944,-84.46319413,"Fulton, Georgia, US",39385,684,245,1063937,3701.816931
Gilmer,Georgia,US,34.69316688,-84.45802506,"Gilmer, Georgia, US",1242,31,459,31369,3959.322898
Glascock,Georgia,US,33.22879932,-82.61297636,"Glascock, Georgia, US",80,2,140,2971,2692.696062
Glynn,Georgia,US,31.23279254,-81.53811412,"Glynn, Georgia, US",4220,118,6,85292,4947.709047
Gordon,Georgia,US,34.50487351,-84.87296253,"Gordon, Georgia, US",3379,60,249,57963,5829.58094
Grady,Georgia,US,30.87454847,-84.23418364,"Grady, Georgia, US",996,31,81,24633,4043.356473
Greene,Georgia,US,33.5769205,-83.17139104,"Greene, Georgia, US",713,28,199,18324,3891.071818
Gwinnett,Georgia,US,33.96044201,-84.02137802,"Gwinnett, Georgia, US",38432,511,303,936250,4104.886515
Habersham,Georgia,US,34.63331566,-83.53094677,"Habersham, Georgia, US",2243,80,427,45328,4948.37628
Hall,Georgia,US,34.32207823,-83.81896936,"Hall, Georgia, US",12327,198,382,204441,6029.612455
Hancock,Georgia,US,33.2721566,-82.99766919,"Hancock, Georgia, US",486,45,155,8457,5746.718695
Haralson,Georgia,US,33.79602175,-85.21005667,"Haralson, Georgia, US",1282,22,349,29792,4303.168636
Harris,Georgia,US,32.73709786,-84.90538572,"Harris, Georgia, US",1019,28,186,35236,2891.928709
Hart,Georgia,US,34.34626973,-82.96567682,"Hart, Georgia, US",793,26,217,26205,3026.14005
Heard,Georgia,US,33.29686567,-85.12886832,"Heard, Georgia, US",358,7,272,11923,3002.600017
Henry,Georgia,US,33.4533428,-84.1481466,"Henry, Georgia, US",8372,134,240,234561,3569.2208
Houston,Georgia,US,32.45802497,-83.66879087,"Houston, Georgia, US",4687,106,99,157863,2969.030108
Irwin,Georgia,US,31.60213036,-83.27501387,"Irwin, Georgia, US",431,12,101,9416,4577.315208
Jackson,Georgia,US,34.13794553,-83.56814788,"Jackson, Georgia, US",3242,53,250,72977,4442.495581
Jasper,Georgia,US,33.31535543,-83.68844964,"Jasper, Georgia, US",447,6,181,14219,3143.68099
Jeff Davis,Georgia,US,31.80405727,-82.6372487,"Jeff Davis, Georgia, US",952,32,70,15115,6298.379094
Jefferson,Georgia,US,33.05867328,-82.41609057,"Jefferson, Georgia, US",984,39,101,15362,6405.415961
Jenkins,Georgia,US,32.79248718,-81.96040187,"Jenkins, Georgia, US",497,34,42,8676,5728.446289
Johnson,Georgia,US,32.70211082,-82.66166794,"Johnson, Georgia, US",524,30,101,9643,5433.99357
Jones,Georgia,US,33.02512137,-83.56019163,"Jones, Georgia, US",776,20,153,28735,2700.539412
Lamar,Georgia,US,33.07841647,-84.14263877,"Lamar, Georgia, US",680,26,247,19077,3564.501756
Lanier,Georgia,US,31.0382857,-83.06472457,"Lanier, Georgia, US",392,10,59,10423,3760.913365
Laurens,Georgia,US,32.46325233,-82.92221316,"Laurens, Georgia, US",2556,112,61,47546,5375.846549
Lee,Georgia,US,31.7793306,-84.14324253,"Lee, Georgia, US",927,33,69,29992,3090.82422
Liberty,Georgia,US,31.82588896,-81.49251135,"Liberty, Georgia, US",1526,28,3,61435,2483.926101
Lincoln,Georgia,US,33.79201475,-82.45024131,"Lincoln, Georgia, US",319,10,126,7921,4027.269284
Long,Georgia,US,31.75218791,-81.74952375,"Long, Georgia, US",324,5,19,19559,1656.526407
Lowndes,Georgia,US,30.83568832,-83.27056716,"Lowndes, Georgia, US",6173,124,62,117406,5257.82328
Lumpkin,Georgia,US,34.57286511,-84.00425681,"Lumpkin, Georgia, US",1258,20,422,33610,3742.933651
Macon,Georgia,US,32.35207048,-84.04234127,"Macon, Georgia, US",327,15,84,21312,1534.346847
Madison,Georgia,US,34.12920917,-83.21218732,"Madison, Georgia, US",1101,19,225,14378,7657.532341
Marion,Georgia,US,32.3483402,-84.52733571,"Marion, Georgia, US",241,10,191,12947,1861.435081
McDuffie,Georgia,US,33.47851918,-82.48252774,"McDuffie,Georgia,US",920,21,149,29880,3078.982597
